TransactionAmount,TransactionType,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,CustomerOccupation,Location,Channel,TransactionDate,PreviousTransactionDate,Label
52.01,Debit,48,85,1,1120.88,Doctor,Mesa,ATM,2023-11-07 16:46:04,2024-11-04 08:11:27,0
630.24,Debit,21,62,1,370.81,Student,Boston,ATM,2023-11-29 18:10:30,2024-11-04 08:11:52,2
523.74,Debit,43,159,1,13498.55,Doctor,Oklahoma City,ATM,2023-11-02 16:36:37,2024-11-04 08:06:52,0
705.6,Debit,40,124,3,14804.7,Doctor,Phoenix,Branch,2023-02-20 18:41:43,2024-11-04 08:09:04,0
217.5,Credit,46,35,1,3057.4,Engineer,Denver,Branch,2023-10-23 18:54:48,2024-11-04 08:06:58,1
91.48,Debit,51,141,1,14942.78,Doctor,Fort Worth,ATM,2023-01-23 16:50:31,2024-11-04 08:09:17,0
5.25,Debit,39,49,1,14143.32,Doctor,San Jose,ATM,2023-11-13 18:26:24,2024-11-04 08:12:22,0
54.03,Credit,56,161,1,6736.3,Retired,Milwaukee,ATM,2023-09-19 17:16:46,2024-11-04 08:07:36,1
736.73,Debit,48,10,1,3313.07,Engineer,Memphis,Branch,2023-11-27 16:05:27,2024-11-04 08:10:54,0
368.91,Debit,54,14,1,829.71,Doctor,Virginia Beach,Branch,2023-03-10 17:49:57,2024-11-04 08:10:28,0
33.06,Credit,53,170,1,1540.87,Retired,Fort Worth,Online,2023-01-17 16:03:41,2024-11-04 08:06:43,1
66.5,Credit,32,144,1,6820.23,Engineer,Louisville,Online,2023-05-04 16:44:56,2024-11-04 08:08:06,1
177.08,Debit,35,85,1,13475.14,Doctor,Las Vegas,Online,2023-01-06 17:16:44,2024-11-04 08:12:21,0
588.54,Debit,32,130,1,714.45,Engineer,Portland,Branch,2023-02-06 17:57:28,2024-11-04 08:10:37,0
173.5,Debit,21,282,1,1306.91,Student,Nashville,ATM,2023-10-23 17:16:20,2024-11-04 08:11:52,2
78.33,Credit,56,189,1,7255.33,Engineer,Memphis,Online,2023-07-31 16:13:12,2024-11-04 08:08:18,1
40.66,Debit,59,156,1,1153.84,Retired,Louisville,Branch,2024-01-01 16:08:49,2024-11-04 08:11:28,0
97.22,Credit,77,55,1,6647.73,Retired,Atlanta,Branch,2023-02-20 17:30:19,2024-11-04 08:11:17,1
34.07,Debit,22,81,1,8709.77,Student,Philadelphia,Branch,2023-11-06 17:22:58,2024-11-04 08:07:21,2
492.06,Debit,23,74,1,857.9,Student,Fresno,Online,2023-10-19 16:14:15,2024-11-04 08:09:56,2
842.01,Credit,53,185,1,509.45,Doctor,Virginia Beach,Online,2023-09-12 16:43:27,2024-11-04 08:08:33,1
73.55,Debit,51,158,1,2812.06,Engineer,Atlanta,ATM,2023-01-09 16:09:48,2024-11-04 08:11:21,0
760.53,Debit,57,118,1,6179.91,Engineer,Phoenix,Online,2023-09-04 18:13:25,2024-11-04 08:09:35,0
273.08,Credit,26,134,1,6609.3,Engineer,Houston,Branch,2023-01-30 16:09:08,2024-11-04 08:07:57,1
371.69,Debit,67,143,1,3484.32,Retired,San Francisco,Branch,2023-12-22 16:27:49,2024-11-04 08:09:59,0
218.96,Debit,18,13,1,754.21,Student,Seattle,ATM,2023-08-30 16:11:47,2024-11-04 08:10:35,2
227.39,Debit,18,65,1,751.09,Student,Atlanta,Online,2023-12-25 16:58:19,2024-11-04 08:11:36,2
237.99,Credit,39,86,1,8510.09,Doctor,Kansas City,Branch,2023-05-08 16:45:11,2024-11-04 08:11:36,1
186.6,Debit,58,13,1,1508.72,Doctor,Washington,Online,2023-07-04 16:27:23,2024-11-04 08:06:24,0
341.15,Debit,18,148,1,511.37,Student,San Jose,Online,2023-02-13 17:18:15,2024-11-04 08:10:09,2
434.58,Debit,59,215,1,12648.32,Doctor,Memphis,ATM,2023-09-06 16:28:38,2024-11-04 08:08:15,0
312.88,Credit,54,44,1,233.21,Engineer,Portland,Branch,2023-05-26 18:12:50,2024-11-04 08:07:23,1
75.15,Debit,23,154,1,1092.92,Student,Boston,ATM,2023-09-18 17:31:23,2024-11-04 08:11:00,2
23.3,Debit,59,161,1,6711.15,Engineer,Los Angeles,ATM,2023-08-14 18:13:38,2024-11-04 08:08:06,0
47.38,Credit,25,61,1,459.37,Student,Seattle,Online,2023-02-08 18:18:07,2024-11-04 08:07:05,3
512.81,Debit,79,30,1,6994.34,Retired,Sacramento,Branch,2023-07-19 16:57:01,2024-11-04 08:11:58,0
488.15,Debit,43,168,1,7071.09,Engineer,Louisville,Branch,2023-07-31 16:01:00,2024-11-04 08:11:13,0
12.82,Debit,44,156,1,9045.19,Engineer,Fort Worth,ATM,2023-04-05 18:37:10,2024-11-04 08:08:25,0
66.9,Credit,79,129,4,5238.71,Retired,Charlotte,Online,2023-04-17 16:50:45,2024-11-04 08:10:39,1
535.91,Debit,43,22,1,9642.12,Engineer,Las Vegas,Online,2023-07-07 16:38:12,2024-11-04 08:10:49,0
270.72,Credit,26,53,1,6263.96,Engineer,Washington,Online,2023-07-03 18:01:00,2024-11-04 08:11:05,1
97.98,Debit,72,18,1,7460.33,Retired,Denver,Branch,2023-02-06 16:09:48,2024-11-04 08:08:43,0
196.08,Debit,61,98,1,4233.82,Retired,San Francisco,Online,2023-08-25 16:52:28,2024-11-04 08:06:31,0
251.18,Debit,42,246,1,8303.9,Engineer,San Jose,ATM,2023-06-01 16:51:11,2024-11-04 08:07:55,0
44.52,Debit,28,205,1,314.28,Student,El Paso,Online,2023-03-28 18:30:25,2024-11-04 08:10:28,2
178.87,Debit,35,180,1,5241.23,Doctor,Baltimore,Online,2023-05-23 16:03:54,2024-11-04 08:10:16,0
1176.28,Credit,54,174,5,323.69,Engineer,Kansas City,ATM,2023-12-20 16:08:02,2024-11-04 08:11:44,1
386.68,Debit,46,128,1,6863.06,Doctor,New York,Branch,2023-10-31 16:48:01,2024-11-04 08:06:28,0
167.14,Debit,76,20,1,3877.73,Retired,Denver,Online,2023-04-24 18:33:29,2024-11-04 08:06:26,0
345.22,Debit,69,253,1,4046.58,Retired,Fresno,Branch,2023-09-05 16:55:47,2024-11-04 08:07:36,0
74.85,Debit,72,117,1,2409.73,Retired,Raleigh,ATM,2023-12-25 17:19:08,2024-11-04 08:11:49,0
671.73,Debit,58,54,1,5211.88,Engineer,Washington,Branch,2023-10-16 16:15:54,2024-11-04 08:12:04,0
255.04,Debit,45,152,1,6217.86,Engineer,Seattle,ATM,2023-11-23 16:15:59,2024-11-04 08:11:38,0
45.77,Debit,25,109,1,5978.12,Student,Philadelphia,Online,2023-02-09 17:50:23,2024-11-04 08:08:01,2
329.69,Credit,26,66,1,1671.66,Student,San Antonio,Online,2023-01-09 16:54:30,2024-11-04 08:09:49,3
362.04,Credit,58,198,2,8421.88,Doctor,Philadelphia,Branch,2023-07-10 16:37:11,2024-11-04 08:08:47,1
11.92,Debit,53,52,1,14611.9,Doctor,San Diego,Branch,2023-10-09 17:48:55,2024-11-04 08:11:22,0
47.42,Debit,64,28,1,8253.52,Doctor,San Diego,ATM,2023-12-19 16:46:08,2024-11-04 08:08:56,0
35.99,Debit,63,129,1,4489.79,Retired,Miami,Branch,2023-01-19 16:14:12,2024-11-04 08:09:17,0
151.19,Credit,37,96,1,11903.82,Doctor,New York,Branch,2023-05-05 16:04:36,2024-11-04 08:11:16,1
242.62,Credit,22,234,1,483.02,Student,San Francisco,Online,2023-07-10 16:40:15,2024-11-04 08:07:09,3
48.72,Debit,21,17,1,816.08,Student,Virginia Beach,Branch,2023-09-29 18:54:28,2024-11-04 08:07:27,2
43.46,Debit,25,80,1,578.06,Student,Boston,ATM,2023-07-21 17:02:42,2024-11-04 08:10:45,2
1036.21,Debit,25,126,1,477.3,Student,Omaha,Online,2023-07-21 18:54:14,2024-11-04 08:12:22,2
443.79,Debit,53,87,1,3133.85,Retired,Las Vegas,ATM,2023-10-09 18:28:04,2024-11-04 08:11:16,0
365.14,Debit,68,57,1,5894.09,Retired,Dallas,Online,2023-12-01 18:46:28,2024-11-04 08:07:25,0
757.41,Debit,22,37,1,9532.42,Student,Los Angeles,ATM,2023-05-05 16:31:53,2024-11-04 08:09:03,2
20.54,Debit,51,72,1,5327.03,Engineer,Fort Worth,Branch,2023-08-21 18:09:24,2024-11-04 08:07:28,0
475.36,Debit,34,105,1,2000.6,Engineer,Phoenix,ATM,2023-10-02 16:03:09,2024-11-04 08:06:59,0
34.74,Debit,56,24,1,6827.57,Retired,San Francisco,ATM,2023-06-26 16:40:21,2024-11-04 08:11:03,0
689.54,Debit,27,93,1,1633.76,Student,Oklahoma City,Branch,2023-03-06 16:46:57,2024-11-04 08:08:53,2
211.18,Debit,73,90,1,4069.17,Retired,Washington,ATM,2023-10-16 16:09:47,2024-11-04 08:11:50,0
211.36,Credit,51,286,1,7943.47,Engineer,Fort Worth,Branch,2023-11-21 16:23:41,2024-11-04 08:11:10,1
744.41,Credit,39,107,1,8842.47,Engineer,Houston,Online,2023-07-31 16:35:59,2024-11-04 08:11:27,1
61.43,Debit,24,170,1,1882.77,Student,Phoenix,Online,2023-06-29 16:16:37,2024-11-04 08:08:18,2
167.44,Debit,37,82,1,12526.71,Doctor,Mesa,Branch,2023-09-25 16:11:18,2024-11-04 08:10:49,0
361.46,Debit,21,83,1,4737.84,Student,Nashville,Online,2023-04-07 17:23:05,2024-11-04 08:10:42,2
378.85,Debit,78,126,1,2300.53,Retired,Virginia Beach,Branch,2023-06-16 17:21:15,2024-11-04 08:09:07,0
241.11,Debit,30,55,1,12385.05,Doctor,Columbus,Branch,2023-06-16 16:41:23,2024-11-04 08:10:49,0
131.93,Credit,31,13,1,4547.06,Engineer,Fort Worth,Branch,2023-09-11 17:31:10,2024-11-04 08:06:50,1
20.28,Debit,36,213,1,2047.83,Engineer,Oklahoma City,Online,2023-07-19 17:42:38,2024-11-04 08:10:02,0
415.88,Debit,70,170,1,10008.33,Doctor,San Diego,Branch,2023-04-27 17:30:16,2024-11-04 08:08:01,0
49.99,Debit,62,139,1,2299.64,Retired,Omaha,ATM,2023-02-09 17:53:59,2024-11-04 08:08:15,0
1221.65,Debit,27,153,1,243.92,Student,Denver,Online,2023-09-27 16:55:35,2024-11-04 08:10:41,2
100.66,Debit,50,144,1,14473.33,Doctor,Dallas,Branch,2023-06-16 18:58:50,2024-11-04 08:11:54,0
485.54,Debit,19,148,1,1533.32,Student,Louisville,Online,2023-12-08 16:47:48,2024-11-04 08:11:09,2
321.15,Debit,46,179,1,7005.05,Doctor,Los Angeles,Branch,2023-02-10 17:06:40,2024-11-04 08:06:33,0
711.3,Debit,21,51,1,955.4,Student,San Jose,Branch,2023-06-26 18:57:37,2024-11-04 08:09:32,2
12.23,Debit,42,139,1,7844.88,Engineer,Houston,ATM,2023-10-12 16:02:13,2024-11-04 08:07:29,0
350.94,Debit,20,64,1,221.56,Student,Colorado Springs,ATM,2023-10-30 17:17:51,2024-11-04 08:10:35,2
301.85,Debit,54,25,1,6586.19,Engineer,Columbus,Online,2023-04-18 17:43:50,2024-11-04 08:10:05,0
29.34,Debit,65,30,1,3944.82,Retired,Louisville,Online,2023-03-09 17:37:08,2024-11-04 08:11:42,0
231.71,Debit,27,148,1,1127.98,Student,Raleigh,Branch,2023-04-24 17:01:08,2024-11-04 08:07:02,2
179.43,Debit,58,244,1,2626.63,Retired,Oklahoma City,ATM,2023-08-11 18:20:48,2024-11-04 08:10:00,0
36.71,Debit,48,55,1,6459.38,Doctor,Jacksonville,Branch,2023-01-30 17:11:53,2024-11-04 08:11:44,0
138.12,Credit,53,281,1,1649.69,Doctor,Los Angeles,Branch,2023-04-11 17:18:50,2024-11-04 08:11:23,1
233.24,Debit,33,72,1,6939.23,Engineer,Louisville,ATM,2023-04-17 16:56:06,2024-11-04 08:07:39,0
609.14,Debit,39,177,1,9033.87,Engineer,Tucson,ATM,2023-11-23 16:09:39,2024-11-04 08:11:33,0
436.64,Debit,31,111,1,14365.18,Doctor,Los Angeles,Branch,2023-12-25 17:46:24,2024-11-04 08:08:23,0
870.43,Debit,29,55,1,10115.18,Doctor,Los Angeles,Branch,2023-05-31 16:54:20,2024-11-04 08:07:52,0
354.4,Debit,74,128,1,7358.65,Retired,Chicago,ATM,2023-11-06 17:23:08,2024-11-04 08:10:00,0
22.63,Debit,53,112,1,4438.03,Engineer,Kansas City,Online,2023-02-20 17:28:15,2024-11-04 08:10:56,0
182.19,Debit,26,53,1,1176.1,Student,Mesa,Branch,2023-06-19 16:36:25,2024-11-04 08:06:27,2
126.81,Debit,26,290,1,5427.98,Engineer,Philadelphia,Branch,2023-10-30 16:58:01,2024-11-04 08:12:22,0
288.17,Debit,37,50,1,3653.11,Engineer,Virginia Beach,Online,2023-09-08 16:48:51,2024-11-04 08:10:16,0
118.77,Debit,55,123,1,2104.82,Engineer,Atlanta,Branch,2023-10-02 17:44:05,2024-11-04 08:10:29,0
651.82,Debit,21,166,1,1802.77,Student,Indianapolis,ATM,2023-04-14 17:59:43,2024-11-04 08:07:02,2
66.65,Debit,37,33,1,3559.96,Engineer,Detroit,ATM,2023-10-17 16:58:59,2024-11-04 08:11:00,0
98.53,Debit,69,166,1,3564.8,Retired,Denver,Branch,2023-01-16 16:31:48,2024-11-04 08:11:19,0
138.95,Debit,71,30,1,6752.92,Retired,Washington,Online,2023-06-02 16:48:43,2024-11-04 08:08:37,0
33.89,Debit,26,177,1,1444.75,Student,Nashville,Branch,2023-11-10 16:10:34,2024-11-04 08:11:36,2
23.71,Debit,58,164,1,10788.89,Doctor,Atlanta,Branch,2023-09-18 16:04:52,2024-11-04 08:09:16,0
1830.0,Debit,55,238,1,2235.7,Engineer,San Antonio,Online,2023-03-01 16:31:58,2024-11-04 08:11:59,0
26.06,Debit,65,283,1,12893.63,Doctor,San Diego,ATM,2023-12-21 17:01:24,2024-11-04 08:12:00,0
17.07,Debit,27,44,1,2798.15,Engineer,Los Angeles,Branch,2023-05-01 17:17:12,2024-11-04 08:11:25,0
703.89,Debit,46,62,1,3583.67,Engineer,San Antonio,Online,2023-09-22 16:42:15,2024-11-04 08:06:44,0
1271.9,Debit,47,155,1,2120.8,Engineer,Houston,ATM,2023-08-28 16:43:15,2024-11-04 08:09:27,0
26.55,Debit,77,228,1,3085.38,Retired,Houston,ATM,2023-09-20 17:25:26,2024-11-04 08:07:23,0
147.4,Debit,42,259,1,6797.71,Engineer,San Jose,Branch,2023-06-09 16:10:51,2024-11-04 08:07:18,0
202.11,Debit,27,18,1,746.47,Student,Memphis,ATM,2023-03-30 16:09:26,2024-11-04 08:10:01,2
308.42,Debit,75,39,1,5427.81,Retired,Nashville,Branch,2023-05-02 16:14:22,2024-11-04 08:06:34,0
11.18,Debit,53,144,1,7467.3,Engineer,Miami,ATM,2023-02-27 16:39:28,2024-11-04 08:10:57,0
294.15,Debit,38,136,1,6362.16,Engineer,Fresno,Online,2023-02-02 16:19:31,2024-11-04 08:07:20,0
29.58,Debit,54,121,1,8345.26,Engineer,Colorado Springs,Branch,2023-10-30 17:54:19,2024-11-04 08:11:01,0
139.45,Debit,27,31,1,1305.76,Student,Boston,Online,2023-07-10 16:43:05,2024-11-04 08:10:08,2
432.63,Debit,29,137,1,13648.36,Doctor,Colorado Springs,ATM,2023-06-30 17:10:38,2024-11-04 08:10:24,0
131.43,Debit,43,65,1,1337.5,Doctor,Charlotte,Online,2023-02-01 18:47:20,2024-11-04 08:12:12,0
516.72,Debit,42,128,1,2015.69,Engineer,Mesa,ATM,2023-10-09 18:43:04,2024-11-04 08:11:35,0
121.82,Debit,69,123,3,8354.54,Doctor,Colorado Springs,Online,2023-02-07 17:20:24,2024-11-04 08:08:07,0
374.5,Credit,26,178,1,1671.51,Student,San Francisco,Branch,2023-07-24 16:45:31,2024-11-04 08:08:37,3
166.13,Debit,68,227,1,11822.53,Doctor,Omaha,ATM,2023-09-06 17:01:50,2024-11-04 08:12:08,0
626.9,Debit,23,146,1,587.11,Student,Chicago,ATM,2023-10-10 16:42:09,2024-11-04 08:11:30,2
466.85,Debit,56,165,1,5422.53,Retired,Austin,Branch,2023-07-17 16:57:14,2024-11-04 08:09:35,0
788.84,Debit,58,231,1,1913.73,Retired,Phoenix,Online,2023-05-17 17:00:34,2024-11-04 08:09:42,0
873.65,Credit,37,59,1,12139.83,Doctor,Oklahoma City,Online,2023-03-23 16:38:40,2024-11-04 08:09:57,1
525.28,Debit,69,134,1,4693.6,Retired,Colorado Springs,ATM,2023-04-03 16:37:24,2024-11-04 08:09:39,0
110.17,Debit,30,137,1,464.2,Engineer,Raleigh,ATM,2023-09-07 16:08:12,2024-11-04 08:12:11,0
632.69,Debit,80,76,1,4363.74,Retired,Denver,ATM,2023-09-12 16:28:38,2024-11-04 08:09:26,0
124.35,Debit,72,90,1,3319.76,Retired,Oklahoma City,ATM,2023-12-08 16:39:15,2024-11-04 08:11:35,0
43.85,Debit,62,122,1,4356.98,Retired,Fresno,ATM,2023-03-13 16:25:34,2024-11-04 08:07:18,0
283.81,Debit,28,29,1,1519.35,Student,San Diego,Branch,2023-03-09 16:31:54,2024-11-04 08:10:46,2
168.53,Debit,71,112,1,5962.58,Retired,San Francisco,ATM,2023-06-14 16:30:42,2024-11-04 08:12:09,0
218.59,Credit,40,123,1,6699.23,Engineer,Denver,Branch,2023-11-27 16:43:28,2024-11-04 08:07:12,1
132.84,Debit,21,143,1,822.73,Student,Oklahoma City,ATM,2023-08-21 16:28:17,2024-11-04 08:08:40,2
157.37,Credit,42,289,1,13964.31,Doctor,Dallas,Branch,2023-11-15 16:54:44,2024-11-04 08:10:30,1
144.77,Debit,20,159,1,867.32,Student,Albuquerque,Online,2023-07-17 16:48:23,2024-11-04 08:10:54,2
643.22,Debit,64,93,1,1035.86,Doctor,Atlanta,ATM,2023-05-03 17:04:32,2024-11-04 08:07:46,0
1392.54,Debit,41,297,1,13347.69,Doctor,El Paso,Branch,2023-11-20 16:51:14,2024-11-04 08:09:15,0
208.07,Debit,32,36,1,8478.9,Doctor,Oklahoma City,Online,2023-07-10 16:51:12,2024-11-04 08:11:43,0
94.3,Debit,57,57,1,11088.95,Doctor,Phoenix,Branch,2023-12-25 17:53:56,2024-11-04 08:08:14,0
295.5,Debit,59,36,1,6280.66,Retired,Mesa,ATM,2023-11-23 18:00:00,2024-11-04 08:07:08,0
30.23,Debit,44,99,1,481.13,Doctor,Austin,ATM,2023-11-06 17:53:25,2024-11-04 08:12:06,0
112.05,Credit,26,159,1,1122.88,Student,Phoenix,ATM,2023-10-26 16:16:12,2024-11-04 08:08:31,3
180.24,Debit,58,144,1,8431.23,Engineer,Phoenix,Branch,2023-07-03 17:03:48,2024-11-04 08:09:17,0
13.71,Credit,38,148,1,8342.79,Engineer,Denver,Online,2023-05-30 17:54:22,2024-11-04 08:11:17,1
96.54,Debit,58,95,1,7182.22,Retired,New York,Branch,2023-03-13 17:26:17,2024-11-04 08:10:31,0
79.35,Debit,67,70,1,1692.15,Retired,Los Angeles,Online,2023-05-29 17:02:32,2024-11-04 08:09:48,0
101.04,Debit,27,160,1,1695.57,Student,San Antonio,ATM,2023-07-10 18:16:07,2024-11-04 08:06:43,2
74.42,Debit,49,68,1,6264.21,Engineer,El Paso,Online,2023-11-23 17:23:16,2024-11-04 08:11:23,0
39.66,Debit,52,169,1,8497.34,Engineer,Virginia Beach,Branch,2023-05-18 16:16:53,2024-11-04 08:07:20,0
99.36,Debit,40,46,1,1272.12,Doctor,Seattle,ATM,2023-05-09 16:55:54,2024-11-04 08:09:15,0
123.85,Debit,56,244,1,3959.62,Engineer,Las Vegas,Online,2023-08-25 18:47:28,2024-11-04 08:06:36,0
426.93,Debit,19,248,1,476.19,Student,Omaha,ATM,2023-12-25 17:05:00,2024-11-04 08:09:12,2
133.73,Credit,25,123,1,1872.22,Student,San Jose,Online,2023-05-16 16:21:42,2024-11-04 08:09:22,3
222.39,Debit,49,73,1,3117.39,Engineer,Virginia Beach,Online,2023-08-23 16:32:59,2024-11-04 08:10:52,0
215.94,Credit,22,140,1,1841.69,Student,Virginia Beach,Online,2023-06-05 16:06:43,2024-11-04 08:10:45,3
6.3,Debit,80,283,5,7697.68,Retired,Columbus,Branch,2023-12-14 18:52:54,2024-11-04 08:12:13,0
826.23,Debit,29,209,1,7580.59,Doctor,Colorado Springs,ATM,2023-05-31 16:25:19,2024-11-04 08:07:32,0
416.37,Debit,35,67,1,7936.91,Engineer,Columbus,Online,2023-10-11 16:14:28,2024-11-04 08:08:50,0
131.46,Debit,67,258,1,6642.33,Retired,Charlotte,Branch,2023-05-15 16:37:12,2024-11-04 08:11:30,0
202.86,Credit,61,149,1,7642.25,Doctor,Memphis,Branch,2023-05-22 17:24:46,2024-11-04 08:08:54,1
268.39,Debit,26,171,1,136.74,Student,Miami,ATM,2023-06-26 18:25:14,2024-11-04 08:06:40,2
194.85,Debit,23,130,4,319.84,Student,Jacksonville,Online,2023-09-12 16:50:21,2024-11-04 08:08:01,2
137.35,Credit,40,220,1,12662.66,Doctor,Sacramento,Online,2023-03-29 18:12:17,2024-11-04 08:10:23,1
712.75,Debit,44,25,1,8126.06,Doctor,Philadelphia,Branch,2023-05-26 17:07:56,2024-11-04 08:09:52,0
353.82,Debit,42,143,1,705.75,Doctor,Milwaukee,ATM,2023-04-10 17:57:59,2024-11-04 08:06:40,0
507.25,Debit,73,143,1,5331.57,Retired,Washington,Branch,2023-10-30 17:21:38,2024-11-04 08:11:10,0
212.74,Debit,27,128,1,7645.47,Engineer,Seattle,Branch,2023-12-14 18:53:34,2024-11-04 08:07:49,0
364.42,Debit,51,146,1,8119.73,Engineer,Colorado Springs,ATM,2023-10-10 17:07:27,2024-11-04 08:09:16,0
195.12,Debit,46,144,1,6101.15,Doctor,Louisville,ATM,2023-07-25 17:42:45,2024-11-04 08:10:40,0
230.61,Debit,80,204,1,2561.42,Retired,Raleigh,Branch,2023-09-04 16:41:19,2024-11-04 08:09:46,0
739.28,Credit,58,47,1,11905.64,Doctor,Tucson,Branch,2023-06-19 16:46:11,2024-11-04 08:11:13,1
390.35,Credit,64,61,1,7095.88,Doctor,Omaha,ATM,2023-09-26 18:36:46,2024-11-04 08:10:01,1
242.03,Debit,58,124,1,4382.73,Engineer,Dallas,Online,2023-03-13 16:08:41,2024-11-04 08:07:12,0
242.39,Credit,18,271,1,1328.73,Student,San Antonio,ATM,2023-11-20 16:29:28,2024-11-04 08:06:48,3
135.03,Debit,23,180,1,1278.0,Student,San Francisco,ATM,2023-02-24 17:00:26,2024-11-04 08:08:18,2
83.5,Debit,61,91,5,1749.79,Retired,Dallas,Branch,2023-05-15 18:47:35,2024-11-04 08:07:22,0
193.54,Debit,80,267,1,2929.51,Retired,Oklahoma City,Branch,2023-10-24 16:43:03,2024-11-04 08:08:26,0
617.36,Debit,29,61,1,8926.38,Engineer,Kansas City,Branch,2023-11-21 17:05:17,2024-11-04 08:09:23,0
775.23,Credit,59,38,1,5977.59,Doctor,Albuquerque,Online,2023-08-07 16:40:02,2024-11-04 08:07:01,1
266.57,Debit,72,100,1,7676.92,Retired,El Paso,ATM,2023-09-26 17:07:06,2024-11-04 08:09:17,0
153.4,Debit,45,144,1,4657.7,Engineer,Mesa,ATM,2023-03-31 17:36:57,2024-11-04 08:08:08,0
946.94,Debit,53,251,1,5579.11,Retired,Charlotte,Branch,2023-12-11 17:19:07,2024-11-04 08:07:11,0
5.12,Debit,34,90,1,3293.01,Engineer,New York,Branch,2023-10-13 16:08:26,2024-11-04 08:10:31,0
119.11,Debit,57,131,1,7998.25,Engineer,Detroit,ATM,2023-06-30 16:31:46,2024-11-04 08:09:48,0
1096.7,Debit,24,147,1,1093.89,Student,Colorado Springs,Online,2023-03-27 16:51:20,2024-11-04 08:11:28,2
119.72,Debit,30,123,1,3435.34,Engineer,Tucson,Branch,2023-02-03 18:15:15,2024-11-04 08:10:20,0
107.4,Debit,58,32,1,344.07,Doctor,Virginia Beach,Online,2023-06-22 16:47:47,2024-11-04 08:08:03,0
115.92,Debit,53,57,1,3897.17,Retired,Raleigh,ATM,2023-01-17 18:42:28,2024-11-04 08:09:02,0
438.04,Debit,67,247,1,5358.95,Retired,Philadelphia,ATM,2023-08-24 18:54:06,2024-11-04 08:06:33,0
677.29,Debit,27,287,1,627.79,Engineer,Houston,Online,2023-05-01 18:28:00,2024-11-04 08:07:16,2
296.0,Debit,35,248,1,7418.82,Doctor,Las Vegas,Branch,2023-05-15 16:25:29,2024-11-04 08:06:54,0
299.09,Credit,36,84,1,5615.26,Engineer,Boston,Branch,2023-01-16 16:14:45,2024-11-04 08:08:01,1
461.52,Credit,24,44,1,1995.18,Student,Denver,Branch,2023-05-15 16:40:24,2024-11-04 08:08:53,3
100.52,Debit,50,110,1,453.39,Engineer,Las Vegas,ATM,2023-01-30 17:28:00,2024-11-04 08:11:28,0
85.35,Debit,66,166,1,2173.76,Retired,Washington,ATM,2023-07-05 16:08:25,2024-11-04 08:06:25,0
79.76,Debit,39,170,1,6452.14,Engineer,Raleigh,Branch,2023-02-06 16:26:29,2024-11-04 08:09:34,0
778.49,Credit,75,107,1,7713.67,Retired,Omaha,Online,2023-07-03 16:48:21,2024-11-04 08:09:21,1
386.38,Debit,42,135,1,5528.36,Engineer,Phoenix,Online,2023-01-24 16:00:14,2024-11-04 08:10:06,0
165.25,Debit,35,106,1,9939.94,Doctor,Sacramento,Online,2023-11-24 17:11:27,2024-11-04 08:11:35,0
14.29,Debit,34,150,1,7016.99,Engineer,Los Angeles,ATM,2023-02-28 16:28:25,2024-11-04 08:08:52,0
232.79,Credit,55,145,1,2661.3,Retired,Indianapolis,Branch,2023-09-20 17:36:06,2024-11-04 08:11:40,1
1237.56,Credit,60,159,1,9410.17,Engineer,Austin,Branch,2023-11-13 17:49:04,2024-11-04 08:11:45,1
92.29,Debit,54,115,1,2026.32,Engineer,Albuquerque,Branch,2023-02-15 16:17:59,2024-11-04 08:11:25,0
293.97,Debit,68,153,1,7371.85,Retired,Phoenix,Branch,2023-11-13 17:34:15,2024-11-04 08:08:57,0
136.32,Debit,19,113,1,264.83,Student,Miami,Online,2023-10-11 18:50:24,2024-11-04 08:09:24,2
251.06,Debit,36,34,1,10001.66,Doctor,Colorado Springs,Online,2023-12-06 17:27:14,2024-11-04 08:10:13,0
50.17,Credit,77,35,1,7752.14,Retired,Sacramento,ATM,2023-09-18 16:57:44,2024-11-04 08:10:59,1
21.4,Debit,34,258,1,9594.11,Engineer,Fresno,Branch,2023-12-26 16:07:28,2024-11-04 08:11:40,0
73.28,Debit,21,21,1,1329.41,Student,Boston,Branch,2023-03-10 17:33:12,2024-11-04 08:10:57,2
70.23,Debit,38,260,1,11624.93,Doctor,Memphis,ATM,2023-09-13 16:18:07,2024-11-04 08:07:16,0
689.29,Debit,22,100,1,168.84,Student,El Paso,ATM,2023-01-06 17:30:07,2024-11-04 08:07:49,2
745.03,Debit,28,231,1,160.57,Student,Fort Worth,Online,2023-08-03 17:42:02,2024-11-04 08:09:15,2
54.61,Debit,58,160,1,7135.64,Engineer,Milwaukee,ATM,2023-12-04 16:10:04,2024-11-04 08:07:19,0
54.05,Debit,27,146,1,469.14,Student,Louisville,Branch,2023-04-25 16:53:22,2024-11-04 08:11:34,2
107.47,Debit,67,144,1,7517.5,Retired,Austin,Online,2023-04-12 17:39:29,2024-11-04 08:12:09,0
611.11,Debit,20,282,4,919.84,Student,Detroit,ATM,2023-10-18 18:32:31,2024-11-04 08:11:12,2
219.63,Debit,48,44,1,8013.63,Doctor,Charlotte,ATM,2023-11-10 16:06:27,2024-11-04 08:07:29,0
188.7,Debit,54,123,1,5077.06,Retired,New York,Branch,2023-02-10 16:01:04,2024-11-04 08:09:59,0
